Gene,Name,baseMean,baseMean_N2_20C,baseMean_N2_34C,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00010504,K02D3.1,54.65609481,82.31332849,26.78860951,-1.260868093,0.345740869,-3.646858692,0.000265466,0.00158619
WBGene00044937,ZK546.18,15.06589444,7.381300604,22.97722347,1.268765394,0.348042142,3.645436119,0.000266939,0.001594488
WBGene00007088,B0001.3,932.8321623,840.013987,1024.07173,0.283343027,0.077729272,3.645255119,0.000267127,0.001595109
WBGene00007353,txt-13,520.235148,450.6725095,588.537628,0.379010868,0.103991213,3.644643198,0.000267763,0.001598405
WBGene00006863,gyg-1,4263.034726,3457.257618,5069.522773,0.534696648,0.146718269,3.644376742,0.000268041,0.001599559
WBGene00008940,F18H3.4,452.4538224,516.4947199,388.701594,-0.402809817,0.110532827,-3.64425507,0.000268167,0.001599812
WBGene00004445,rpl-31,23675.43754,19947.30163,27402.29691,0.447993845,0.122950502,3.643692681,0.000268754,0.001602592
WBGene00019774,M04G7.3,125.8919216,150.9921088,100.4393792,-0.567012429,0.155616739,-3.643646776,0.000268802,0.001602592
WBGene00009674,nucb-1,2311.651482,2731.007442,1893.332992,-0.513087541,0.140859583,-3.642546208,0.000269954,0.001608956
WBGene00022753,ZK484.7,3.53273022,0.153291375,7.166628426,1.472908377,0.404387929,3.642315386,0.000270197,0.001609894
WBGene00006237,str-204,9.653799654,3.325824223,15.86884121,1.446360071,0.397120666,3.642117359,0.000270405,0.001610627
WBGene00019276,algn-5,819.6466279,895.2580605,743.2849148,-0.266321866,0.073142762,-3.641124009,0.00027145,0.001616348
WBGene00010537,mys-2,298.0628814,347.7952922,249.1827873,-0.469344898,0.128917844,-3.640651163,0.000271949,0.001618811
WBGene00017714,F22F1.2,12.31878557,19.68040837,4.73390438,-1.397723816,0.384009635,-3.639814447,0.000272835,0.001623571
WBGene00008164,C47G2.3,1049.243937,871.8484148,1226.609948,0.479975856,0.131892648,3.639140332,0.00027355,0.001626806
WBGene00009162,F26E4.7,187.3669651,221.3368879,153.6055295,-0.511690036,0.140604661,-3.639211053,0.000273475,0.001626806
WBGene00001596,gld-2,2162.315762,2523.309562,1802.92533,-0.472985307,0.129993555,-3.63852891,0.0002742,0.001630162
WBGene00020517,hpo-8,6541.937441,5209.613476,7872.854094,0.573741075,0.157728183,3.637530482,0.000275265,0.001635979
WBGene00009432,cld-9,405.9523377,485.9927586,324.4825643,-0.562150088,0.154552758,-3.637269855,0.000275543,0.001636097
WBGene00011910,alg-3,49.63168719,32.17789507,66.66296008,0.938602741,0.258050497,3.637283219,0.000275529,0.001636097
WBGene00044027,F27E5.8,5.739908289,10.41668703,1.16494411,-1.51547967,0.416641948,-3.637366994,0.000275439,0.001636097
WBGene00008456,eral-1,590.6049793,509.0201233,672.2971275,0.39451697,0.108482269,3.636695423,0.000276158,0.001638815
WBGene00044253,M117.6,15.06758721,6.069394039,24.23062956,1.39007208,0.382236475,3.636680879,0.000276174,0.001638815
WBGene00015580,cls-1,1113.788689,1303.103847,924.011899,-0.483129399,0.132888737,-3.635593273,0.000277342,0.001645231
WBGene00003741,nlp-3,512.6615317,579.802264,445.0447989,-0.375693429,0.103383392,-3.633982431,0.00027908,0.001655025
WBGene00219565,linc-120,24.59642907,9.134056512,40.34564629,1.427205594,0.392775076,3.633646029,0.000279444,0.001656667
WBGene00018138,folt-2,3446.356436,4043.497142,2848.111447,-0.491994887,0.135409495,-3.633385449,0.000279727,0.001657824
WBGene00002980,lgg-1,3249.378587,2817.448236,3682.746952,0.380250538,0.104695345,3.631971765,0.000281264,0.001666414
WBGene00000272,bro-1,226.137892,272.2688864,179.2600481,-0.580098068,0.15976434,-3.63096087,0.000282368,0.001672433
WBGene00007974,dhfr-1,422.7357726,375.0520232,470.0150577,0.321918327,0.088672916,3.630401933,0.00028298,0.001675536
WBGene00020898,lido-16,14.31303863,6.348498008,22.16190918,1.3282814,0.365913426,3.630042808,0.000283374,0.001677345
WBGene00002182,kap-1,126.8838569,156.1839803,97.06297177,-0.652819201,0.179895247,-3.628885212,0.000284648,0.001684358
WBGene00194681,F40D4.16,79.3144513,56.91984308,101.4924645,0.77569895,0.213881485,3.626769986,0.000286989,0.001697681
WBGene00020138,T01B11.1,21.61005005,31.75491433,11.69869156,-1.172318574,0.323301395,-3.626085726,0.00028775,0.001701653
WBGene00001207,egl-43,459.9881621,533.0640806,388.1335756,-0.447579584,0.123450581,-3.625576964,0.000288317,0.001704476
WBGene00001447,flp-4,248.6666815,304.2662278,192.1308669,-0.632936232,0.174599858,-3.625067271,0.000288886,0.001707309
WBGene00022229,Y73B6A.2,9.010224901,3.035098211,15.09097834,1.451672263,0.400673284,3.623082251,0.000291113,0.001719934
WBGene00006386,taf-5,785.6165028,685.9852688,885.317941,0.362670765,0.100156594,3.621037325,0.000293424,0.001732509
WBGene00043302,F32D8.11,152.5921299,121.7769907,182.6150255,0.56356695,0.155634529,3.621092019,0.000293362,0.001732509
WBGene00017996,F33D4.4,1462.755307,1322.0479,1601.872164,0.274688656,0.075867612,3.620631352,0.000293885,0.00173469
WBGene00017416,F13B6.1,375.7091131,521.8986979,230.0350868,-1.025667372,0.283337639,-3.619947474,0.000294663,0.00173874
WBGene00020151,T01G6.1,12.58019551,20.28155005,5.007825459,-1.385732521,0.3829293,-3.618768584,0.000296008,0.001746135
WBGene00016062,C24G6.8,2476.67413,2261.482567,2689.673021,0.248465879,0.068667508,3.618390816,0.000296441,0.001748142
WBGene00011105,R07E3.4,448.6787365,565.8439494,332.4695802,-0.72094197,0.199257429,-3.618143493,0.000296724,0.001749269
WBGene00007617,rrbs-1,3626.33487,3256.520794,3997.208568,0.292868355,0.080967181,3.617124256,0.000297894,0.001754427
WBGene00008521,F02D8.4,228.2609947,340.2006276,115.7559634,-1.229249505,0.339841639,-3.617124457,0.000297894,0.001754427
WBGene00016107,C25G6.1,24.61281406,36.85749523,12.40481029,-1.233713887,0.341081989,-3.617059611,0.000297969,0.001754427
WBGene00219659,anr-36,28.97492805,17.43830174,40.72632195,1.051286402,0.290630961,3.617255362,0.000297744,0.001754427
WBGene00018551,F47C12.8,4.64235154,0.298570285,9.206560733,1.483682491,0.410249431,3.616537594,0.00029857,0.001757422
WBGene00010134,F55H12.3,907.6855272,1135.444348,681.3287259,-0.695625362,0.192363318,-3.616205876,0.000298953,0.001759129
WBGene00016997,cebp-1,379.0812534,261.8217741,497.0952171,0.845889986,0.234000979,3.614899353,0.000300464,0.001767476
WBGene00044163,F49C5.11,1385.963718,1068.875326,1701.707791,0.639430815,0.176899463,3.614656616,0.000300746,0.001768584
WBGene00002079,xpo-2,1625.059944,1815.834594,1435.886318,-0.33450031,0.092543939,-3.614502615,0.000300925,0.001769087
WBGene00004387,rnp-4,2929.601387,2512.864695,3346.996951,0.405947435,0.112325556,3.614025612,0.000301479,0.001771798
WBGene00003822,nsy-1,1715.824033,2010.655457,1421.502154,-0.486911576,0.134834689,-3.611174391,0.000304814,0.001790839
WBGene00003839,ocr-2,88.36132001,110.751585,65.42109381,-0.714173924,0.197800221,-3.610582022,0.000305511,0.001794379
WBGene00017054,gstk-2,171.2264541,140.2518753,203.1039041,0.518023915,0.143524604,3.609303915,0.00030702,0.001802684
WBGene00016010,C23G10.1,8.102607926,2.493581506,13.84062281,1.469122594,0.407062071,3.609087407,0.000307276,0.001803365
WBGene00019275,rpac-40,1347.293103,1174.1185,1521.371989,0.368158683,0.102009989,3.609045418,0.000307326,0.001803365
WBGene00007564,mrps-22,2516.545079,2174.945055,2858.107603,0.387483834,0.10738206,3.608459665,0.00030802,0.001806882
WBGene00007620,ocrl-1,761.3547425,855.5531196,667.8147712,-0.352471782,0.097704461,-3.607530074,0.000309126,0.001812805
WBGene00021493,Y40B10A.9,159.630628,192.2916476,125.9192136,-0.586696111,0.162673782,-3.606580636,0.000310258,0.001818886
WBGene00077681,Y44A6D.7,9.002736153,14.92434283,3.121363319,-1.429470803,0.396395265,-3.606175271,0.000310743,0.001821165
WBGene00008348,C56G7.3,131.1918622,160.5984251,102.116815,-0.623980948,0.173075407,-3.605254846,0.000311847,0.001827068
WBGene00009316,abhd-11.1,3.387100563,0.153291359,6.850556659,1.455121562,0.40381202,3.603462729,0.000314006,0.001839149
WBGene00010081,F55A11.8,46.61678442,31.75325342,61.49948564,0.866877269,0.240635292,3.602452743,0.000315229,0.001845742
WBGene00007965,C36A4.4,342.3420797,289.9601791,395.279622,0.437410454,0.121423413,3.602356776,0.000315345,0.001845854
WBGene00004248,pus-1,1308.391414,1157.287956,1460.259887,0.331374942,0.091995558,3.602075463,0.000315687,0.001847283
WBGene00018400,F43H9.4,363.5420489,271.3780324,456.2431534,0.705875546,0.195991906,3.601554581,0.00031632,0.001850418
WBGene00017547,alfa-1,322.4426711,364.8775936,279.8455147,-0.37669736,0.10465374,-3.59946391,0.000318874,0.001864783
WBGene00019122,F59E12.6,230.2233894,187.8597916,271.9188422,0.517252006,0.143815504,3.596635916,0.000322359,0.001884584
WBGene00003158,mcm-6,1671.134845,1828.651636,1511.596139,-0.272436655,0.075760004,-3.596048572,0.000323087,0.00188826
WBGene00017278,F09C12.6,7.114587751,12.52593419,1.608719907,-1.492680085,0.415182745,-3.595236325,0.000324097,0.001893578
WBGene00021349,arl-13,35.94038152,49.78482641,22.16710129,-1.013546555,0.281957373,-3.594680092,0.00032479,0.001897044
WBGene00011441,T04F8.2,835.1681685,960.4322278,711.0940187,-0.424821164,0.118188698,-3.594431382,0.000325101,0.001898273
WBGene00010700,nipi-3,1197.68636,1496.862279,898.6804683,-0.694459412,0.193263759,-3.593324562,0.000326485,0.001905771
WBGene00020183,T03D3.5,140.0712709,110.5723261,170.0746678,0.59575676,0.165860722,3.591909846,0.000328263,0.00191556
WBGene00021812,Y53G8AR.5,186.5073076,150.7892552,221.8341583,0.538442841,0.149929979,3.591295379,0.000329038,0.001919492
WBGene00009779,F46C5.2,259.3552643,321.4666726,197.8003833,-0.664526741,0.185047679,-3.591110915,0.000329271,0.001920261
WBGene00007751,C26G2.2,43.98708974,59.35092954,29.15449748,-0.918275313,0.255719892,-3.590942049,0.000329485,0.001920915
WBGene00010254,F58E6.5,3.201748938,0.153291318,6.366003635,1.451444821,0.404217972,3.590747872,0.00032973,0.001921756
WBGene00006730,uev-1,2328.803501,1853.102756,2805.042427,0.575291611,0.160234983,3.590299698,0.000330298,0.001923291
WBGene00009456,F36A2.9,1068.220992,1168.627843,967.5188875,-0.270232094,0.075265705,-3.59037482,0.000330203,0.001923291
WBGene00020690,T22E5.1,39.79594103,54.55233769,24.93005561,-0.988914844,0.275440441,-3.59030373,0.000330293,0.001923291
WBGene00012564,fbxa-107,61.04834949,44.95755964,77.19435832,0.730681775,0.203522082,3.590184253,0.000330444,0.001923553
WBGene00004442,rpl-28,15319.53478,13253.05635,17387.00773,0.38513897,0.1072891,3.589730638,0.00033102,0.001926312
WBGene00006766,unc-30,99.10815299,123.598094,73.90202721,-0.699134383,0.194792833,-3.58911758,0.000331799,0.001930255
WBGene00001431,fkb-6,4185.644789,3658.461844,4711.277274,0.359572926,0.100201329,3.588504548,0.00033258,0.001934206
WBGene00009204,pigg-1,261.2217423,303.5384586,220.2153459,-0.452230226,0.126040673,-3.587970573,0.000333262,0.001937576
WBGene00007258,hasp-1,203.0757775,240.277322,166.100061,-0.516393956,0.143962959,-3.586991808,0.000334515,0.001944265
WBGene00010363,H04D03.2,92.72757047,70.85487732,115.2938101,0.665966601,0.185708052,3.586094383,0.000335668,0.001950367
WBGene00013725,ska-1,239.498133,191.9664441,286.1603338,0.555484448,0.154914145,3.58575679,0.000336102,0.001952294
WBGene00001470,baz-2,784.9713424,999.9382081,568.9847733,-0.757713887,0.211333366,-3.585396379,0.000336567,0.001954394
WBGene00006680,twk-28,115.4868516,143.5505221,87.86350736,-0.670834595,0.187129606,-3.584866181,0.000337251,0.001957769
WBGene00007137,lcmt-1,1137.657834,980.9989573,1292.950531,0.391432924,0.109250461,3.58289493,0.000339807,0.001971457
WBGene00021601,Y46H3A.5,9.657703222,2.203220568,17.27987385,1.495576059,0.417421977,3.582887676,0.000339817,0.001971457
WBGene00003581,ndx-4,639.9899058,528.908804,751.8721582,0.49334429,0.137700429,3.582736041,0.000340014,0.001971999
WBGene00009369,F33H2.6,132.5058956,98.02455204,166.6950483,0.719018429,0.200716594,3.582257033,0.000340638,0.001975016
WBGene00045253,F46C3.6,100.9532307,68.86518841,133.0943945,0.863619606,0.241119149,3.581713067,0.000341349,0.001978529
WBGene00006061,stl-1,1576.492156,1361.39662,1789.841293,0.388004655,0.108397477,3.579462039,0.000344302,0.001995039
WBGene00004256,pxn-1,839.2779909,1083.809392,593.8090372,-0.800735345,0.223730312,-3.579020374,0.000344885,0.001997803
WBGene00011601,zim-3,100.3798189,77.95034185,122.5753621,0.62336777,0.174215178,3.578148456,0.000346037,0.002003866
WBGene00004780,ser-7,81.4115631,103.5376442,59.84878011,-0.739202429,0.206609218,-3.577780491,0.000346524,0.002006076
WBGene00011788,hal-3,100.6099607,71.04509509,130.5300628,0.808193077,0.225964986,3.576629687,0.000348053,0.00201431
WBGene00197609,ZC21.11,3.97824301,0.15329144,7.847090792,1.437542796,0.40203502,3.575665614,0.000349338,0.002021131
WBGene00003742,nlp-4,12.3797457,5.53044387,19.36126132,1.31894151,0.368931524,3.575030662,0.000350187,0.002025425
WBGene00018987,lgl-1,636.4652629,782.5783665,489.0708739,-0.645006664,0.180440497,-3.574622526,0.000350734,0.002027969
WBGene00004990,spp-5,7512.038889,6478.858003,8543.642785,0.392131999,0.109704051,3.574453222,0.000350961,0.002028663
WBGene00000377,cct-1,13038.72828,11548.04835,14527.35482,0.327114803,0.091520627,3.574219437,0.000351274,0.002029858
WBGene00200702,C16A3.15,5.107997995,1.098421779,9.24514809,1.492839249,0.417681447,3.574109548,0.000351422,0.002030092
WBGene00022063,nlp-81,29.77599935,41.81783048,17.98464792,-1.04282875,0.291894816,-3.572618256,0.00035343,0.002041071
WBGene00008358,nspc-18,399.0109795,319.9404662,476.6887354,0.554684213,0.155275878,3.572249721,0.000353928,0.002043324
WBGene00011906,hsp-12.1,201.9557219,153.2375187,251.3826636,0.675596206,0.189152001,3.57171059,0.000354657,0.002046913
WBGene00219377,F47C12.12,4.064010537,0.547220326,7.697745705,1.490852617,0.417426626,3.571532157,0.000354899,0.002047685
WBGene00008100,C44H9.5,287.811449,365.4431042,209.4828313,-0.748686758,0.209664644,-3.570877493,0.000355787,0.002052186
WBGene00010479,K01G5.8,572.9479001,492.8387352,653.5374594,0.399733953,0.111973966,3.569882976,0.000357141,0.002059367
WBGene00001427,fkb-2,8936.577383,7816.495247,10057.13266,0.358317336,0.100380428,3.569593635,0.000357535,0.002061016
WBGene00001880,his-6,36.50275061,21.47774757,51.74774462,1.074510432,0.301054323,3.569157957,0.00035813,0.002063213
WBGene00018067,npr-7,59.2640955,78.36043583,39.72671238,-0.884237521,0.247744199,-3.5691553,0.000358134,0.002063213
WBGene00001165,efn-4,144.6372078,173.425161,115.388725,-0.565857989,0.15855405,-3.568864937,0.000358531,0.002064874
WBGene00006408,tag-18,2876.982772,2351.215912,3401.519238,0.516331637,0.144722393,3.567738372,0.000360076,0.00207314
WBGene00016167,vps-22,850.9079464,758.1740628,943.5313132,0.312054735,0.087489766,3.566756988,0.000361426,0.002079654
WBGene00016538,C39F7.1,36.7842173,50.48863841,23.10897371,-0.985730021,0.276360632,-3.566825035,0.000361333,0.002079654
WBGene00010286,F58H1.3,419.1231774,361.4034086,476.8984621,0.393012606,0.110194948,3.566521085,0.000361752,0.002080895
WBGene00007809,C29F4.3,26.61808696,37.16788131,16.09009249,-1.03607479,0.290545934,-3.565958667,0.000362529,0.002084731
WBGene00008995,prde-1,194.0428921,155.1455832,234.0354493,0.570603498,0.160025549,3.565702501,0.000362883,0.002086136
WBGene00022165,Y71H2AL.2,23.27245735,35.41485224,10.82193648,-1.280293176,0.359161124,-3.564676378,0.000364305,0.00209368
WBGene00009500,F36H2.3,586.3569195,745.459335,428.3003537,-0.745952972,0.209272295,-3.564508963,0.000364538,0.002094382
WBGene00018730,F53A9.7,281.633932,227.6613035,335.0078823,0.538486105,0.151101905,3.563728109,0.000365625,0.00209999
WBGene00019347,mbl-1,646.475953,768.7958274,525.6166314,-0.530650313,0.148920959,-3.563301754,0.000366219,0.002102768
WBGene00019240,adh-5,2566.704441,2324.200864,2808.831923,0.270959048,0.076074345,3.561766425,0.000368368,0.002114466
WBGene00007221,cpna-3,314.7838237,374.4651714,256.3313114,-0.529032308,0.148565324,-3.560940689,0.000369529,0.002120486
WBGene00196842,DH11.7,2.997094203,0.153291288,5.957237851,1.438751023,0.404058412,3.560750078,0.000369797,0.002121384
WBGene00014097,ZK829.9,23.92059855,12.47123903,35.79856629,1.205729714,0.338696739,3.559909432,0.000370983,0.002127543
WBGene00014051,spv-1,1059.738603,1206.272187,913.3319451,-0.3941907,0.110741508,-3.559556905,0.000371481,0.002129757
WBGene00011212,R10E8.6,119.8335936,151.8204403,87.24226464,-0.745347881,0.209555595,-3.556802577,0.000375396,0.002151552
WBGene00018218,F40A3.3,3888.175803,3123.741119,4653.075936,0.554236113,0.155836456,3.556524122,0.000375794,0.002153183
WBGene00011509,T05H10.4,66.19618765,49.47833603,82.78174837,0.698963192,0.19656388,3.555908603,0.000376675,0.002157579
WBGene00000413,cdt-1,314.9421205,370.7742704,257.7321855,-0.508817065,0.143105186,-3.555545945,0.000377195,0.002159905
WBGene00001094,dars-1,8861.958297,8067.858336,9656.694331,0.257387072,0.072423007,3.553940686,0.000379505,0.002171821
WBGene00013043,arrd-16,20.57512027,31.64771088,9.925836627,-1.266507657,0.356366888,-3.553943138,0.000379501,0.002171821
WBGene00194699,Y43F8B.22,11.19074375,3.813986533,18.67628057,1.429753536,0.402310587,3.553855113,0.000379628,0.002171872
WBGene00005110,srd-32,29.94458742,41.43353884,18.48399862,-1.008177041,0.283781564,-3.552651641,0.000381369,0.002180733
WBGene00020111,R151.8,557.3482166,472.4979873,641.2473004,0.431102541,0.121347587,3.552625581,0.000381407,0.002180733
WBGene00007329,C05C10.2,830.6266156,937.4915179,725.5047968,-0.364190613,0.102517866,-3.552459934,0.000381647,0.002181449
WBGene00013598,vps-28,664.8160687,560.636388,769.1164242,0.445647808,0.125454349,3.552270686,0.000381922,0.002182361
WBGene00004390,rnp-7,1907.807597,1645.102499,2169.862812,0.392342405,0.110458969,3.551928896,0.000382418,0.002183882
WBGene00007220,C01B9.1,393.2127131,456.1522343,330.5803342,-0.453446643,0.127660253,-3.551979809,0.000382344,0.002183882
WBGene00017977,F32B5.3,3.825243826,0.29857011,7.535378685,1.461687739,0.411603913,3.551199812,0.000383479,0.002189282
WBGene00004458,rpn-1,5527.491615,6465.813422,4590.29876,-0.480936888,0.135475764,-3.549984694,0.000385254,0.00219875
WBGene00011544,T06E8.2,2.946965069,0.153291285,5.889735048,1.432692621,0.403805264,3.547979056,0.000388199,0.002214895
WBGene00006526,tax-4,17.29380106,25.75471334,8.991972504,-1.198401307,0.337824132,-3.547411786,0.000389036,0.002219002
WBGene00013886,ZC412.5,6.932625729,1.649600264,12.42443985,1.478692214,0.416996045,3.546058122,0.00039104,0.002229762
WBGene00017373,F10G7.10,1699.712016,1891.749148,1508.612192,-0.322595341,0.09097614,-3.545933469,0.000391225,0.002230147
WBGene00196969,R03E9.6,6.821393856,0.818834291,13.04521227,1.471712479,0.415065868,3.54573236,0.000391524,0.002231179
WBGene00006986,zip-1,414.6752943,362.223388,466.2963791,0.358951639,0.101247302,3.545295833,0.000392173,0.002234207
WBGene00004706,rsr-1,710.1463714,921.6396409,499.5128735,-0.8116456,0.229014716,-3.544076179,0.000393991,0.002243894
WBGene00016461,C35E7.9,7.416576499,2.491364799,12.2461363,1.423684068,0.40184322,3.542884378,0.000395776,0.002253382
WBGene00004046,plp-1,4317.919026,3842.507966,4793.149831,0.315276943,0.089008869,3.542084587,0.000396978,0.002259548
WBGene00009101,F25B3.4,14.5649794,5.696218532,23.22124442,1.372650402,0.387766819,3.539886172,0.0004003,0.00227777
