Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_S-macescens_Db10,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00003402,mpk-2,91.5676906,52.66834761,117.1651935,1.123571905,0.286114612,3.926999387,8.60E-05,0.000487675
WBGene00011083,glo-1,62.36978088,31.92302262,83.25416027,1.332379825,0.33936915,3.926048742,8.64E-05,0.000489426
WBGene00013101,Y51H4A.5,60.07493376,28.06985225,78.07902195,1.412128805,0.359755405,3.925246946,8.66E-05,0.00049088
WBGene00018898,F55F10.1,922.473874,1156.253066,762.0860032,-0.597139122,0.152181981,-3.92384904,8.71E-05,0.000493558
WBGene00194659,linc-1,27.7094505,49.05903551,12.62788871,-1.818446402,0.463581428,-3.92260408,8.76E-05,0.000495935
WBGene00019260,H34I24.1,12.47437183,25.46342973,3.196875863,-2.530684872,0.645567889,-3.920091,8.85E-05,0.000500953
WBGene00219746,linc-91,23.19208015,41.77352835,8.595987221,-2.061749106,0.526098399,-3.91894199,8.89E-05,0.000503163
WBGene00017539,F17E9.2,87.4223816,129.7781965,58.15532661,-1.127909157,0.287835481,-3.918589725,8.91E-05,0.000503715
WBGene00021816,Y53G8AR.9,950.1346407,1298.544821,703.9577939,-0.869741025,0.221995444,-3.91783277,8.93E-05,0.000505115
WBGene00014249,ZK1307.8,1003.960241,756.7939491,1177.645772,0.632834812,0.161558407,3.917065193,8.96E-05,0.00050654
WBGene00020788,nep-22,346.191819,460.9107199,274.9821398,-0.737063922,0.188193699,-3.91651753,8.98E-05,0.000507507
WBGene00014199,ZK1053.4,222.801062,304.1508146,171.1382244,-0.81847007,0.208987588,-3.916357327,8.99E-05,0.000507659
WBGene00195017,srpr-2.2,680.4328712,1352.022703,229.8675583,-2.264122722,0.578421006,-3.914316213,9.07E-05,0.000511786
WBGene00013321,Y57G11C.31,132.7578296,81.90847867,171.8922456,1.046150914,0.26730431,3.913707617,9.09E-05,0.000512892
WBGene00045095,mrpr-1,680.3051901,1302.955758,261.7230022,-2.093373005,0.534956977,-3.913161426,9.11E-05,0.000513867
WBGene00001711,grl-2,14.16184857,2.936673076,22.09745543,2.473585697,0.632245503,3.912381637,9.14E-05,0.000515342
WBGene00000564,cnk-1,356.6153913,468.0801559,274.1735483,-0.762503559,0.195024576,-3.909781905,9.24E-05,0.00052073
WBGene00013127,Y52B11A.8,471.1011236,657.5419673,334.2749997,-0.95759401,0.244949687,-3.909349808,9.25E-05,0.000521473
WBGene00009984,F53F1.6,49.33254476,81.19343927,29.2564538,-1.411890216,0.361252484,-3.908319748,9.29E-05,0.000523511
WBGene00009122,tct-1,9169.171069,11135.73297,7859.105623,-0.500232448,0.127998941,-3.908098347,9.30E-05,0.0005238
WBGene00002981,lgg-2,1807.037926,2236.451543,1525.123032,-0.548943045,0.140470302,-3.907893973,9.31E-05,0.000523863
WBGene00021871,dml-1,12.52017405,25.32683145,3.108612402,-2.547189,0.651793739,-3.907967887,9.31E-05,0.000523863
WBGene00010328,F59C6.11,83.82332635,45.78101968,114.8315789,1.282891048,0.328330907,3.907311259,9.33E-05,0.000524937
WBGene00009004,pfd-6,1162.06404,894.9923428,1344.234405,0.582823204,0.149228763,3.905568818,9.40E-05,0.000528542
WBGene00020672,T22B7.3,101.4055195,147.2093106,70.42373818,-1.040156147,0.266426201,-3.904106061,9.46E-05,0.000531556
WBGene00016942,C55B7.3,22.36647091,6.70705867,33.70473642,2.092717436,0.536132215,3.903360737,9.49E-05,0.000533003
WBGene00016760,C49A9.6,107.3293826,64.59614722,140.3796327,1.092732012,0.280009939,3.902475804,9.52E-05,0.000534763
WBGene00009882,vha-17,1574.528762,1169.842557,1856.816014,0.660652065,0.169388998,3.900206473,9.61E-05,0.000539605
WBGene00018573,oac-30,17.8979988,3.866041205,26.60283172,2.369483808,0.608239406,3.895643368,9.79E-05,0.000549667
WBGene00010959,nduo-1,1768.532538,1349.922313,2047.645595,0.596741304,0.153186168,3.895529935,9.80E-05,0.000549726
WBGene00022855,tcer-1,729.7231523,922.0148888,596.9877544,-0.622151899,0.159742302,-3.894722247,9.83E-05,0.000551361
WBGene00012966,exos-1,263.1564815,364.6733642,185.529128,-0.956334758,0.245629711,-3.893400166,9.88E-05,0.000554176
WBGene00022070,Y67D8C.6,9.265150992,19.36727914,1.504569709,-2.853057416,0.733040833,-3.892085252,9.94E-05,0.000556987
WBGene00012499,Y24F12A.4,20.17324324,37.98732125,8.184806703,-2.014724912,0.517770705,-3.891152769,9.98E-05,0.00055893
WBGene00008690,F11C1.1,116.2051008,68.10283255,147.3904034,1.08688936,0.27934146,3.890898828,9.99E-05,0.000559314
WBGene00008317,C54G4.7,337.534679,237.6312289,404.2502165,0.757477708,0.194787345,3.888741898,0.000100765,0.000564103
WBGene00010055,F54D5.12,810.622311,615.7398774,938.6344353,0.603718494,0.155268163,3.888231059,0.000100977,0.000565088
WBGene00001225,eif-3.B,1569.117174,2038.279478,1243.078015,-0.706145976,0.18163744,-3.887667512,0.000101212,0.000566196
WBGene00009635,F42F12.3,362.3308795,260.5591372,431.1563595,0.718898794,0.185076752,3.884327922,0.000102613,0.000573828
WBGene00012899,Y46G5A.7,42.31981079,72.86156432,24.31219381,-1.508254963,0.388498116,-3.882270986,0.000103485,0.000578288
WBGene00016907,C53H9.2,1001.183101,1252.763379,830.2009645,-0.589371365,0.151809718,-3.882303285,0.000103472,0.000578288
WBGene00044937,ZK546.18,9.502405373,19.56982735,1.505763365,-2.853453871,0.735098547,-3.881729709,0.000103716,0.000579368
WBGene00010132,F55H2.7,350.9698406,240.697099,433.9058051,0.838029361,0.215976343,3.880190524,0.000104375,0.000582837
WBGene00021478,Y39H10A.1,10.52285218,22.08343492,2.3040504,-2.666308341,0.68719438,-3.87999148,0.00010446,0.000583104
WBGene00006508,tns-1,554.9043936,411.1820648,657.6810634,0.671398869,0.173058015,3.879617304,0.000104621,0.000583792
WBGene00018515,F46G11.2,24.2941242,8.16556561,35.86307724,1.950970555,0.502904403,3.879406389,0.000104712,0.000584088
WBGene00011873,T20G5.12,10.09690503,21.56906053,1.933000154,-2.777097788,0.715888841,-3.879230444,0.000104787,0.0005843
WBGene00043985,C44C10.11,69.04216019,37.12822955,90.74040154,1.246613625,0.32141634,3.878501089,0.000105102,0.000585844
WBGene00014225,ZK1098.9,5.901635334,13.50591444,0.389166363,-3.262801791,0.841327954,-3.87815688,0.000105251,0.000586424
WBGene00022188,Y71H2AR.1,387.3741218,504.6547961,310.2440548,-0.694960347,0.179201928,-3.878085212,0.000105282,0.000586424
WBGene00045024,C43F9.11,14.76940033,3.155805222,22.18709621,2.409271397,0.621299328,3.877794952,0.000105407,0.000586913
WBGene00022653,ZK105.1,761.648138,1000.869217,612.9751586,-0.70028851,0.180599515,-3.877576913,0.000105502,0.000587229
WBGene00021963,lipl-6,24.71413939,8.373141323,37.05994254,1.959891021,0.505523567,3.876952822,0.000105773,0.000588525
WBGene00010502,K02C4.3,1162.273417,885.1209638,1353.450087,0.608061315,0.156873634,3.876121812,0.000106135,0.000590326
WBGene00000197,aars-2,2224.245076,2766.687857,1852.97566,-0.574400266,0.148266231,-3.874113902,0.000107013,0.000595
WBGene00000735,col-162,24.59893607,6.928266199,33.75249544,2.04956824,0.529133844,3.873440081,0.00010731,0.000596435
WBGene00044481,ZK185.5,185.6393334,123.4956893,229.1622663,0.877617083,0.226820796,3.869209076,0.000109189,0.000606662
WBGene00010436,JC8.4,71.27442267,107.8762888,46.4529027,-1.17989489,0.305096097,-3.867289363,0.000110052,0.000611237
WBGene00007751,C26G2.2,128.4981371,81.4095967,162.1337109,0.974288639,0.251951354,3.866971231,0.000110195,0.000611815
WBGene00007155,B0379.1,390.7449176,509.8984166,314.2515216,-0.69142559,0.178842405,-3.86611659,0.000110582,0.000613742
WBGene00016989,mrpl-48,330.2102417,431.4085301,256.3926468,-0.742081059,0.191985301,-3.865301437,0.000110952,0.000615576
WBGene00018758,F53E10.1,230.492084,308.7878112,171.1102458,-0.839061754,0.217336638,-3.860654893,0.000113084,0.000627177
WBGene00010734,parn-1,94.88816248,137.6099466,61.71041054,-1.125523535,0.291634013,-3.859369915,0.00011368,0.000630258
WBGene00017226,fbxa-53,27.57556279,9.85896269,38.81769575,1.826703402,0.473334678,3.859221579,0.000113749,0.000630415
WBGene00014230,gtf-2H3,717.109769,539.1342721,842.6635071,0.638901043,0.165561007,3.859006752,0.000113849,0.000630744
WBGene00010616,K07A1.10,327.6721765,232.8781177,397.8236098,0.763310416,0.197812693,3.858753467,0.000113967,0.000631173
WBGene00000566,cnt-2,607.5215375,771.1632424,493.6361791,-0.638144935,0.165426307,-3.857578329,0.000114516,0.000633988
WBGene00018702,F52E4.5,117.5886024,165.8231004,82.72834757,-0.982751822,0.254770439,-3.857401295,0.000114599,0.00063422
WBGene00017293,bmy-1,882.2883311,657.0665634,1042.86066,0.660454736,0.171221745,3.857306415,0.000114643,0.00063424
WBGene00008149,pyp-1,4567.391057,5588.525951,3879.442535,-0.523635828,0.135768087,-3.856840289,0.000114862,0.000635224
WBGene00012735,sptf-3,1131.398212,865.2246769,1315.9228,0.600423786,0.155742019,3.855245932,0.000115613,0.00063915
WBGene00011838,T19C4.1,92.74928242,54.57857218,121.2617762,1.121709087,0.29104931,3.854017336,0.000116195,0.000642139
WBGene00022150,Y71G12B.10,367.0388748,520.7125729,253.2584898,-1.016911648,0.264025352,-3.85156819,0.000117364,0.000648365
WBGene00013100,zip-7,38.18309122,63.60197156,21.03669551,-1.516508706,0.39402046,-3.848807008,0.000118694,0.000655483
WBGene00017680,F21F8.6,13.57683301,2.716396725,20.60016159,2.464459906,0.640398802,3.848320608,0.00011893,0.000656551
WBGene00011167,chil-23,49.87366988,24.1581718,68.47537862,1.435766672,0.373120158,3.848000813,0.000119086,0.000657175
WBGene00011891,del-6,618.6066246,456.3567448,735.3133805,0.681571926,0.17720267,3.846284737,0.000119922,0.000661557
WBGene00004197,prx-12,86.73767588,49.7065228,112.9358437,1.151167132,0.299352462,3.84552419,0.000120295,0.000663376
WBGene00021785,Y51H7C.7,323.2613484,432.4790459,242.6500735,-0.82182,0.213747459,-3.844817635,0.000120642,0.000665054
WBGene00021333,Y34D9A.8,74.55140409,112.2554526,43.97580796,-1.301561619,0.338594003,-3.844018518,0.000121036,0.000666988
WBGene00019164,H06H21.8,205.1531568,138.2711952,256.3118077,0.87624942,0.228044844,3.842443466,0.000121815,0.000671045
WBGene00012896,snrp-200,2549.059276,3288.011671,2043.562313,-0.679480165,0.177098546,-3.836734865,0.000124681,0.000686586
WBGene00020329,bath-26,61.48725794,32.68766942,82.57817374,1.289359563,0.33615381,3.835623828,0.000125246,0.000689453
WBGene00012698,sws-1,90.45845608,131.3864514,57.65740646,-1.153653849,0.300806025,-3.835208584,0.000125458,0.000690374
WBGene00010054,gtf-2E2,1348.387278,1667.825136,1135.422095,-0.551218129,0.14376877,-3.834060268,0.000126045,0.000693361
WBGene00018046,coa-3,235.7367402,339.8475483,155.7782517,-1.095923699,0.286023944,-3.831580266,0.000127323,0.00070014
WBGene00018100,math-26,57.80301169,27.80388427,83.09112378,1.504033779,0.39255971,3.831350338,0.000127442,0.000700546
WBGene00020574,T19D7.6,36.05284528,60.97192558,19.7997617,-1.538673796,0.401648648,-3.830895,0.000127678,0.000701596
WBGene00023408,cex-2,79.021725,120.0781859,52.39119246,-1.161991393,0.303541785,-3.828110161,0.000129131,0.000709328
WBGene00022848,ZK1055.7,472.3059002,346.0813998,552.8020875,0.669261199,0.174927883,3.825926373,0.000130281,0.000715393
WBGene00006503,snx-3,285.2455487,378.582876,218.4027748,-0.783235493,0.204799649,-3.824398614,0.000131092,0.00071937
WBGene00007898,C33D9.3,105.6005968,59.04659356,143.1896309,1.237465383,0.323579641,3.824299266,0.000131145,0.00071937
WBGene00017854,F27C1.4,88.90728985,129.020747,56.58273388,-1.154315887,0.301832165,-3.824363413,0.00013111,0.00071937
WBGene00019060,acox-3,343.8137732,237.2957974,424.5128085,0.827127255,0.216309514,3.823813573,0.000131403,0.000720534
WBGene00003705,nhr-115,25.37520162,7.799116916,39.54326512,2.111233504,0.552146429,3.823684068,0.000131472,0.000720616
WBGene00194738,Y46E12A.5,18.66502725,33.88729447,5.44972535,-2.284676252,0.597517876,-3.823611548,0.000131511,0.000720616
WBGene00006407,lim-9,966.4992212,741.8018302,1122.710305,0.593463177,0.15521922,3.823387192,0.000131631,0.000721017
WBGene00006771,tln-1,1635.179168,2089.043893,1321.880923,-0.654273705,0.171167632,-3.822414883,0.000132151,0.000723356
WBGene00006959,xbp-1,2625.898633,2019.635333,3019.840651,0.576311029,0.150770294,3.822444158,0.000132135,0.000723356
WBGene00010238,F58B4.5,83.01978766,44.33273882,115.0008565,1.324774879,0.346670549,3.821423201,0.000132684,0.000726015
WBGene00004282,rab-30,170.8668429,113.0888721,213.6604057,0.902215592,0.236151886,3.820488609,0.000133188,0.000728515
WBGene00015010,ptps-1,90.86456669,52.62586891,115.2467882,1.100869833,0.288330417,3.818084277,0.000134492,0.00073539
WBGene00009783,rer-1,1050.612341,1338.007149,848.9119405,-0.650491972,0.170502789,-3.815139763,0.000136106,0.000743953
WBGene00001091,drh-2,376.6990731,262.2360837,463.207527,0.809520645,0.212199207,3.814908911,0.000136233,0.000744124
WBGene00002070,ile-1,1081.739918,832.9092226,1252.973563,0.584872072,0.153309148,3.814984812,0.000136191,0.000744124
WBGene00044891,T07C4.12,195.8947635,266.6107395,143.7432468,-0.876463157,0.229753756,-3.814793588,0.000136297,0.000744209
WBGene00019801,aak-1,299.6108638,214.9579458,358.9873823,0.731505274,0.191860022,3.812702955,0.000137455,0.000750271
WBGene00001649,gob-1,539.3244502,404.1422797,632.2177888,0.639966773,0.167863873,3.812415155,0.000137615,0.000750881
WBGene00000711,col-138,16.10447762,30.92937746,4.851020024,-2.315752746,0.607794657,-3.810090664,0.000138916,0.000757709
WBGene00045246,C29E4.15,39.99102235,18.08577789,55.28039579,1.52734632,0.400948984,3.809328324,0.000139345,0.000759782
WBGene00000712,col-139,190.4193859,262.9997072,132.8615021,-0.965036584,0.253378239,-3.80867981,0.000139711,0.000761509
WBGene00008221,nhr-168,56.49255927,29.01701377,74.42874077,1.307885723,0.343549944,3.806974054,0.000140677,0.000766509
WBGene00001906,his-32,133.5197643,190.4526487,87.02948343,-1.099497867,0.288877088,-3.80610963,0.00014117,0.000768922
WBGene00003752,nlp-14,132.8516477,187.9717626,90.08013193,-1.036182038,0.272382463,-3.804143726,0.000142296,0.000774781
WBGene00001480,fmo-5,130.6954148,81.19389498,161.4716541,0.971604468,0.255492014,3.802876074,0.000143026,0.000778485
WBGene00013210,Y54G9A.7,432.5644791,576.6057882,325.2343324,-0.814234387,0.214140252,-3.802341591,0.000143335,0.000779893
WBGene00002110,ins-27,263.7337563,382.7656212,174.3288433,-1.104110015,0.290402029,-3.802005168,0.00014353,0.000780405
WBGene00010924,M153.1,104.8238775,62.10831552,130.5799237,1.046503346,0.275250118,3.802008704,0.000143528,0.000780405
WBGene00012208,W02D9.2,671.5084294,858.7456305,537.1494634,-0.670371931,0.176334986,-3.801695546,0.000143709,0.000781107
WBGene00019249,hrpa-2,796.0763705,604.4370473,920.0394612,0.60142166,0.158221692,3.80113278,0.000144036,0.00078261
WBGene00001562,lin-66,1304.284651,1646.190731,1066.055359,-0.62166435,0.163625744,-3.799306473,0.000145102,0.000788123
WBGene00017199,clec-45,6.353469499,0.339008998,10.19328926,3.135557384,0.826707948,3.792823562,0.000148944,0.00080871
WBGene00020662,T21H3.1,22491.63759,10343.60668,30585.5689,1.486406666,0.392198191,3.78993759,0.000150685,0.000817877
WBGene00006746,unc-6,131.8363225,78.81807635,161.7650072,1.013756952,0.267513986,3.789547476,0.000150922,0.000818876
WBGene00001163,efn-2,117.4451302,73.62931203,150.5274868,1.009181852,0.266320778,3.789347048,0.000151044,0.00081925
WBGene00008389,D1086.2,104.0870365,150.3414174,73.90540218,-1.00221769,0.264494791,-3.789177424,0.000151147,0.000819523
WBGene00021739,Y50D4A.5,63.01197033,94.82854772,38.71495508,-1.247427114,0.329239254,-3.788816484,0.000151367,0.000820427
WBGene00002112,ins-29,11.22059086,22.55766439,2.621312117,-2.559770938,0.675719812,-3.788213535,0.000151734,0.000822133
WBGene00004820,skr-14,310.1988847,405.2188922,242.5448054,-0.731848438,0.193267058,-3.786721047,0.000152648,0.000826796
WBGene00021743,Y50D4B.4,96.31945723,56.70170196,122.1961166,1.07903291,0.285004979,3.786014246,0.000153083,0.000828861
WBGene00012317,ztf-6,617.649871,780.4740181,506.0040284,-0.62002447,0.163785617,-3.785585583,0.000153347,0.000830001
WBGene00011707,T11B7.2,57.10491219,88.61419237,35.45911816,-1.273914197,0.336569198,-3.784999355,0.000153709,0.00083167
WBGene00011559,umps-1,424.5544658,559.0059296,325.0002953,-0.772229596,0.204057025,-3.784381333,0.000154091,0.000833448
WBGene00022599,daf-41,2803.152669,3691.132204,2195.842612,-0.740404668,0.195658226,-3.784173481,0.00015422,0.000833854
WBGene00006497,tag-151,871.3961946,1084.267398,728.3390645,-0.570031752,0.150648828,-3.783844577,0.000154424,0.000834666
WBGene00010844,prp-3,574.788213,725.3633286,472.1887747,-0.61430626,0.162364238,-3.783507179,0.000154634,0.000835508
WBGene00016735,fhod-1,351.2062761,255.0478256,420.5394394,0.713587443,0.188673258,3.782133462,0.00015549,0.000839751
WBGene00021810,phf-15,435.2243452,557.1041286,352.9463821,-0.652450449,0.172511316,-3.782073341,0.000155528,0.000839751
WBGene00016323,pmlr-1,704.8421211,909.2413434,557.6738121,-0.697778077,0.184514441,-3.781698997,0.000155762,0.000840722
WBGene00012988,ztf-22,353.4921248,235.6836103,423.0099212,0.831077622,0.219774894,3.781494812,0.000155889,0.00084112
WBGene00017885,dip-2,1316.281157,1643.184307,1088.932402,-0.589128561,0.155876234,-3.779463647,0.000157167,0.000847715
WBGene00003471,mtd-1,94.32118555,54.20287222,117.8042582,1.090259464,0.288554956,3.778342534,0.000157876,0.000851244
WBGene00014063,clec-143,12.50463786,2.270444492,18.74202549,2.510503294,0.664480399,3.778144993,0.000158001,0.000851623
WBGene00016145,C26E6.12,221.7334808,152.3503436,273.2857673,0.83045553,0.219872406,3.776988415,0.000158736,0.000855289
WBGene00003713,nhr-123,28.66856312,10.59033764,41.56340934,1.815761438,0.480833052,3.776282495,0.000159186,0.000857417
WBGene00004916,snr-3,1623.606153,1998.475422,1377.108065,-0.533960809,0.14144712,-3.774985379,0.000160017,0.000861592
WBGene00001598,glh-1,1032.21704,1278.427105,864.6826526,-0.560301104,0.148433343,-3.774765793,0.000160158,0.000862052
WBGene00018259,F41B4.3,101.1207445,143.6816101,67.74008916,-1.057637538,0.280267987,-3.773665155,0.000160867,0.000865565
WBGene00022177,Y71H2AM.12,80.03792336,45.6436159,101.8547572,1.125376811,0.298281099,3.772873357,0.000161378,0.000868017
WBGene00017923,F29B9.8,1410.337233,1745.972944,1184.251797,-0.556310183,0.147481684,-3.772062874,0.000161903,0.00087054
WBGene00006059,stc-1,404.8877992,296.4511252,482.4008824,0.695100931,0.18435431,3.770462054,0.000162946,0.00087584
WBGene00013969,tep-1,844.8857932,1055.045239,703.2843387,-0.580851932,0.154091755,-3.769519862,0.000163562,0.000878848
WBGene00044211,Y60A3A.25,24.86635931,8.580281182,34.96294302,1.859104568,0.493359114,3.768258287,0.000164391,0.000882994
WBGene00044245,F32A7.8,4.401162414,10.96817925,0.199198969,-3.301182267,0.876166237,-3.767757906,0.00016472,0.000884459
WBGene00001933,his-59,1537.61547,1044.503435,1852.019881,0.814246407,0.21612951,3.767400423,0.000164956,0.000885368
WBGene00006738,ulp-3,166.8246051,233.6141803,114.8643162,-1.001169617,0.26575055,-3.767328488,0.000165004,0.000885368
WBGene00011916,T22C1.5,295.2985449,210.0361551,356.700368,0.754660064,0.200395992,3.765844097,0.000165987,0.000890338
WBGene00017560,F18C5.5,33.32494702,13.5198504,49.09188677,1.73540119,0.461139825,3.763286306,0.000167695,0.000899186
WBGene00045168,srpr-1.2,182.2204267,383.3176134,45.50730496,-2.555082877,0.678983047,-3.763102608,0.000167818,0.000899536
WBGene00013499,Y70G10A.3,98.00950303,142.900136,66.22866483,-1.080549141,0.287204129,-3.76230364,0.000168355,0.000902104
WBGene00011374,T02D1.8,281.6079719,198.1195152,344.3535094,0.786847552,0.209303664,3.759358714,0.000170349,0.000912473
WBGene00012538,Y37A1B.5,215.3925208,146.7962421,268.0769512,0.855082685,0.227526185,3.758172646,0.000171159,0.000916491
WBGene00000165,aps-3,673.8837228,856.8127193,542.2581618,-0.653804013,0.173977738,-3.757975127,0.000171294,0.000916898
WBGene00194982,Y17D7B.10,17.78647664,33.51306437,6.450827651,-2.115364681,0.562998875,-3.757316002,0.000171746,0.000918999
WBGene00001754,gst-6,200.9225418,133.7554842,242.7766628,0.846265591,0.225289175,3.756352656,0.000172408,0.000922224
WBGene00000113,alh-7,447.4044547,606.7304582,328.9792798,-0.868219898,0.231153922,-3.756024947,0.000172633,0.000923113
WBGene00017423,F13C5.2,397.9915716,510.5370878,320.6446662,-0.66454092,0.177025751,-3.75392233,0.000174089,0.000930574
WBGene00011095,gana-1,77.11293833,44.44734903,101.9142042,1.161653372,0.309548541,3.752734125,0.000174916,0.000934675
WBGene00013920,pssy-1,323.1881139,232.2093212,381.8093817,0.709466099,0.189076826,3.752263636,0.000175245,0.000936109
