Gene,Name,baseMean,baseMean_N2_OP50,baseMean_N2_PA14,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00004512,rrn-1.1,11.12581617,18.88606993,3.38802309,-1.165328925,0.411598637,-2.831226396,0.004636989,0.032964846
WBGene00013690,hprt-1,3968.979372,4580.899394,3356.782213,-0.432525687,0.152813645,-2.830412728,0.004648799,0.033034619
WBGene00206466,T08D10.5,4.433856983,0.214158391,8.859721876,1.061857802,0.375290865,2.829426187,0.004663156,0.033122414
WBGene00004238,ptr-24,4273.124212,5094.307817,3451.977594,-0.530617187,0.187595509,-2.828517537,0.004676414,0.033202338
WBGene00003559,ncl-1,5472.621208,6265.21792,4680.444646,-0.407413213,0.144083599,-2.827616851,0.00468959,0.033281608
WBGene00015876,C17B7.2,14.76595767,23.93998534,5.668275576,-1.152837938,0.407983148,-2.825699897,0.004717744,0.033462951
WBGene00195003,Y46C8AL.11,4.418191447,0.417122195,8.486892501,1.10584476,0.391366072,2.825602007,0.004719186,0.033462951
WBGene00018435,btb-9,148.120016,114.0947306,181.921668,0.621001979,0.21979097,2.825420798,0.004721856,0.033467545
WBGene00185078,F40G9.17,466.505402,567.7789003,365.5472389,-0.591176958,0.209255855,-2.825139387,0.004726005,0.033482614
WBGene00015024,B0205.10,2548.677653,2852.442773,2245.014242,-0.338013701,0.119667691,-2.82460285,0.004733925,0.033524374
WBGene00022371,set-29,474.9092959,546.4795815,403.6544215,-0.422137895,0.149463122,-2.824361544,0.004737491,0.033535278
WBGene00011668,clec-47,605.6612726,872.1158347,339.2013208,-1.013450746,0.35891581,-2.823644761,0.004748098,0.03359328
WBGene00014058,ZK673.2,3180.575679,2779.103822,3581.804393,0.357208141,0.126511029,2.823533596,0.004749745,0.03359328
WBGene00015889,C17C3.3,55.41655886,79.47911607,31.36595883,-1.005313134,0.35613271,-2.822860989,0.00475972,0.033649455
WBGene00011772,T14G8.4,107.4660654,139.5181447,75.36161445,-0.775137139,0.274612615,-2.822656703,0.004762754,0.033656524
WBGene00000224,atgp-1,2561.178441,2879.783844,2243.003337,-0.352049138,0.124774962,-2.821472603,0.004780372,0.03372289
WBGene00001592,glc-2,469.2554132,318.1882189,620.1483119,0.821477587,0.291143198,2.821558574,0.004779091,0.03372289
WBGene00002235,kqt-3,195.6341332,233.7045289,157.8495077,-0.534401,0.189419275,-2.821259876,0.004783543,0.03372289
WBGene00004933,sod-4,586.5105679,497.223388,675.5133698,0.426631081,0.151208262,2.821479957,0.004780262,0.03372289
WBGene00009340,best-14,691.7503748,528.0096248,855.5848494,0.638919411,0.226446671,2.821500571,0.004779955,0.03372289
WBGene00015101,rpia-1,2068.198876,2485.441737,1650.801632,-0.554512997,0.196551871,-2.82120436,0.004784371,0.03372289
WBGene00020012,R11G1.6,2334.210118,2093.303838,2575.353702,0.294111885,0.104289183,2.820157136,0.004800014,0.033818744
WBGene00012344,ola-1,13370.78072,14774.79701,11967.10093,-0.298936942,0.106010502,-2.819880449,0.004804154,0.033833513
WBGene00018064,cdc-73,957.5798935,1099.908984,815.478681,-0.4172231,0.148056592,-2.817997467,0.004832419,0.034018093
WBGene00206388,K10C2.14,11.638927,1.589664789,21.62986276,1.113512297,0.395193639,2.817637196,0.004837844,0.034041803
WBGene00044137,F28H6.8,12.93354562,4.993421692,20.91825754,1.147151662,0.407211875,2.817087943,0.004846125,0.034085583
WBGene00000699,col-125,21538.21882,26116.72553,16959.80955,-0.580933493,0.206271205,-2.816357684,0.004857156,0.034134152
WBGene00022078,epg-9,1414.126349,1245.230713,1582.674165,0.338416973,0.120157615,2.816442157,0.004855879,0.034134152
WBGene00019373,K04A8.1,1618.975481,1267.17148,1970.906543,0.592476723,0.210405447,2.815881106,0.004864366,0.034170316
WBGene00017095,E02C12.10,4.89250906,0.417122325,9.369121414,1.097287207,0.389944916,2.813954389,0.004893617,0.034361206
WBGene00017504,F16B4.2,122.8631362,91.97977041,153.4408435,0.670053992,0.238148808,2.813593722,0.00489911,0.034385189
WBGene00004824,F56B3.4,836.9178005,958.4886976,715.7782089,-0.407761341,0.144954458,-2.813030713,0.004907696,0.03443085
WBGene00015564,C07D8.5,6.105147315,1.16764109,11.03277264,1.139591994,0.405256239,2.812028252,0.004923018,0.034523706
WBGene00000010,aat-9,1279.874173,1433.142906,1126.857378,-0.339259761,0.120666001,-2.811560484,0.004930182,0.034544671
WBGene00006882,vab-19,2177.820978,2757.948355,1597.86222,-0.70576406,0.251017304,-2.811615169,0.004929344,0.034544671
WBGene00017126,E04F6.6,752.3647106,449.6636055,1054.896543,0.958791585,0.341046782,2.811319838,0.004933871,0.034555891
WBGene00013164,Y53F4B.18,1455.073261,1634.182471,1276.192536,-0.348444754,0.123960798,-2.810926997,0.004939899,0.03457971
WBGene00044109,K02E11.10,2184.171061,3075.784047,1292.737852,-0.96750531,0.344206766,-2.810825945,0.004941451,0.03457971
WBGene00003163,mdl-1,1645.915088,1939.135458,1352.63371,-0.494677653,0.176065419,-2.809624143,0.004959939,0.034694414
WBGene00019550,K09C4.5,141.8327284,70.27204628,213.4810306,1.081156756,0.384850953,2.809286942,0.004965137,0.034716104
WBGene00007256,swsn-9,2064.058909,1840.779831,2287.438376,0.307761882,0.10957663,2.808645259,0.004975043,0.034770678
WBGene00008035,C39E9.12,1186.545456,1357.282719,1016.029945,-0.404571541,0.144053729,-2.808476694,0.004977649,0.034774201
WBGene00021395,pnc-1,440.9153349,501.9858804,380.0434171,-0.389721655,0.138844798,-2.806886984,0.005002279,0.034931525
WBGene00007899,C33D9.5,52.09911909,25.53813146,78.58156081,1.083517944,0.38619587,2.805617638,0.005022025,0.035054621
WBGene00021889,Y54G2A.24,244.8774816,284.0157407,205.8730745,-0.44618202,0.159101576,-2.804384658,0.005041272,0.035174137
WBGene00001067,dpy-5,18460.01969,25364.14002,11556.04626,-0.913402266,0.325765769,-2.803862019,0.005049451,0.035216356
WBGene00007680,maa-1,334.0755986,281.7515437,386.468724,0.438795495,0.156552632,2.802862468,0.005065126,0.035310801
WBGene00000799,crn-6,447.7763137,514.6103919,380.7673294,-0.419679647,0.149759646,-2.802354688,0.005073106,0.035351542
WBGene00019617,ctsa-2,42999.28485,37372.95594,48626.10891,0.369715927,0.131963564,2.801651584,0.005084175,0.035413761
WBGene00016822,C50E3.11,32.41391921,10.67911082,54.06415071,1.152840556,0.411544975,2.801250476,0.005090499,0.03542799
WBGene00020144,T01C8.3,77.4662933,107.0736806,47.81034371,-0.926866499,0.330868368,-2.801314927,0.005089482,0.03542799
WBGene00012308,oac-53,18.74982712,29.40419813,8.008258806,-1.125465443,0.401862404,-2.800623878,0.005100393,0.035481925
WBGene00003415,mars-1,8293.823484,9139.002465,7448.908167,-0.290254627,0.103659743,-2.800070859,0.005109139,0.035527836
WBGene00006519,cox-6A,7831.722551,9007.835389,6655.504853,-0.421508331,0.150549565,-2.799797732,0.005113464,0.035542975
WBGene00001518,gar-2,289.2113967,245.3484536,333.0726824,0.425412559,0.152023199,2.798339738,0.005136605,0.03568884
WBGene00012910,Y46G5A.20,68.92907922,50.32498272,87.49954295,0.712290427,0.25456144,2.7981081,0.005140291,0.035699458
WBGene00006984,zig-7,1252.432061,1084.048489,1421.066099,0.379630454,0.135695123,2.797672062,0.005147234,0.035725923
WBGene00077763,glb-34,23.09687577,33.85390225,12.20931514,-1.042861035,0.372770186,-2.797597753,0.005148419,0.035725923
WBGene00194848,T27D12.6,33.33066519,20.57672312,46.08024426,0.925296629,0.330770619,2.797396668,0.005151624,0.035733186
WBGene00000869,cyc-1,14644.26139,16120.18729,13168.71513,-0.287145105,0.102658202,-2.797098512,0.005156381,0.035751195
WBGene00010633,nspd-2,1367.075723,1791.90321,942.0483897,-0.798028918,0.285339887,-2.796766084,0.005161689,0.035773011
WBGene00050917,Y53G8AL.4,25.43568409,35.24785621,15.60832916,-0.9314811,0.333093072,-2.796458946,0.005166597,0.035792042
WBGene00017274,F08F8.9,3276.823945,2950.163348,3603.553428,0.28415811,0.101630226,2.79599999,0.00517394,0.035812928
WBGene00022083,Y69A2AR.12,113.8005357,77.44942258,149.9328883,0.813202385,0.290836638,2.796079578,0.005172666,0.035812928
WBGene00015350,fbxl-1,1884.763799,1519.659738,2250.233519,0.533998667,0.19100667,2.795706917,0.005178634,0.035830431
WBGene00001683,gpd-1,1029.84441,1230.591064,829.0403377,-0.536918748,0.192072487,-2.795396456,0.00518361,0.0358349
WBGene00008194,C49C3.4,13527.45247,11648.2957,15406.80005,0.391419797,0.140021993,2.795416549,0.005183288,0.0358349
WBGene00012970,Y48A6B.9,506.2421532,405.8336812,606.5598755,0.545142014,0.195044802,2.794957915,0.005190647,0.035868564
WBGene00001109,dsl-7,165.1006237,116.2949075,213.7147767,0.766038835,0.274240459,2.793310794,0.005217154,0.036036685
WBGene00016419,tyr-4,4799.3499,3193.304766,6405.270221,0.843093683,0.302048638,2.791251397,0.005250467,0.036251663
WBGene00006565,tfg-1,1579.325874,1869.881653,1289.255429,-0.508681876,0.182288258,-2.790535618,0.005262091,0.036316767
WBGene00022233,ipla-6,2074.302402,1854.126343,2294.198376,0.301849045,0.108192513,2.789925437,0.005272018,0.036370113
WBGene00000266,bre-1,4282.386442,3449.57874,5115.342912,0.535600238,0.192004429,2.789520227,0.00527862,0.036400483
WBGene00018930,F56B3.6,455.9516797,577.2788644,334.3750117,-0.704806808,0.25269639,-2.789144741,0.005284744,0.036427536
WBGene00020576,T19D12.1,8125.460545,7229.056243,9021.440553,0.313474464,0.112439899,2.787929076,0.005304616,0.036549287
WBGene00012867,seld-1,480.4827873,415.8567963,545.2738584,0.379864864,0.136328623,2.78639111,0.005329852,0.036707887
WBGene00009192,asah-2,1136.169885,928.4963255,1343.971709,0.506150026,0.181667679,2.786131405,0.005334124,0.036722029
WBGene00003551,nas-33,84.1507483,60.45700562,107.6498562,0.735193973,0.263936119,2.785499674,0.005344529,0.036776745
WBGene00012458,ash-2,1493.440822,1661.251909,1325.940119,-0.318841491,0.114472384,-2.785313626,0.005347597,0.036776745
WBGene00016097,C25E10.8,279.1103263,227.1606707,331.1004141,0.514629908,0.184770106,2.785244428,0.005348739,0.036776745
WBGene00003715,nhr-125,77.82594144,52.34738608,103.3094101,0.828623787,0.297590675,2.784441369,0.005362001,0.036846164
WBGene00007848,cytb-5.1,2184.983435,2534.966598,1835.240075,-0.447506255,0.160721199,-2.784363588,0.005363288,0.036846164
WBGene00008238,C50F4.16,1326.780812,1185.944264,1467.485768,0.301883218,0.108433424,2.784042099,0.005368607,0.036867402
WBGene00015431,,193.3040633,152.8927915,233.6638772,0.571124536,0.205266186,2.782360537,0.005396505,0.037043618
WBGene00013096,mcd-1,763.0672182,869.8805665,656.661251,-0.393331859,0.14138491,-2.781993214,0.005402617,0.037070195
WBGene00014955,Y102A5C.6,298.9141302,357.9063219,240.1386123,-0.541495149,0.194676934,-2.781506461,0.005410725,0.037104289
WBGene00015676,mct-6,4662.027691,5725.203326,3598.694907,-0.617048485,0.221846105,-2.781425827,0.00541207,0.037104289
WBGene00000378,cct-2,11715.40431,13075.08305,10356.26789,-0.329209576,0.118407238,-2.78031633,0.005430597,0.037211779
WBGene00045412,C25F9.12,37.22941859,20.61058116,53.85010206,1.011841242,0.363943157,2.780217794,0.005432245,0.037211779
WBGene00017048,D2021.4,230.763911,175.193312,286.0470522,0.645572257,0.232216375,2.780046226,0.005435116,0.037216041
WBGene00011699,cyp-34A2,441.3262098,242.8123412,639.686626,1.016769142,0.365967143,2.778307184,0.005464293,0.037397681
WBGene00018928,F56B3.2,911.3825636,1151.033488,671.8252151,-0.696437051,0.25067959,-2.778196061,0.005466162,0.037397681
WBGene00016610,paqr-1,3147.162566,2732.19299,3562.011417,0.372212073,0.134001261,2.777675894,0.00547492,0.037442117
WBGene00015267,chin-1,564.1855518,665.5389734,463.1155121,-0.497129523,0.179003833,-2.777200442,0.005482935,0.037465971
WBGene00018070,F35H10.5,69.45953071,88.58295717,50.24034415,-0.725212226,0.261128909,-2.77721922,0.005482619,0.037465971
WBGene00012457,acbp-6,36.45488474,50.4773208,22.39736192,-0.92750058,0.334076605,-2.776311084,0.005497958,0.037537623
WBGene00012794,Y43E12A.2,3100.726011,2447.607536,3753.380273,0.574944038,0.207084498,2.776374106,0.005496892,0.037537623
WBGene00022224,set-28,7.809151745,12.78626745,2.832107957,-1.138784584,0.410240563,-2.775894648,0.005505004,0.037570236
WBGene00013437,Y66D12A.11,206.2934445,248.4201914,163.9916971,-0.560585803,0.20201888,-2.774917885,0.005521565,0.037667723
WBGene00021415,nsy-4,674.3282095,798.0264876,550.5119599,-0.507737592,0.183007092,-2.774414838,0.005530111,0.037710481
WBGene00021287,Y24D9B.1,234.5169954,286.6017192,182.7104477,-0.600897718,0.216621439,-2.773953124,0.005537966,0.03774849
WBGene00011562,sas-7,1299.431632,1490.58981,1108.796318,-0.41247609,0.148714602,-2.773608539,0.005543834,0.037772935
WBGene00010763,K10H10.7,125.3056391,153.9791859,96.60399601,-0.618862633,0.223144779,-2.773368188,0.005547931,0.037776791
WBGene00021008,W03F11.5,123.247,98.7801823,147.6943361,0.545071197,0.196541924,2.773307525,0.005548966,0.037776791
WBGene00000209,asg-1,2508.274799,2899.061451,2117.536102,-0.436005905,0.157288969,-2.772005604,0.005571208,0.03790405
WBGene00010333,copz-1,3353.676337,3816.590058,2890.953141,-0.388752473,0.140245359,-2.771945362,0.005572239,0.03790405
WBGene00011010,R04D3.2,17.26281258,4.223231733,30.29284397,1.129836587,0.407807437,2.770514913,0.005596774,0.038044219
WBGene00016155,C27A12.4,57.02300505,79.21734387,34.90321508,-0.931554558,0.336243503,-2.770476004,0.005597442,0.038044219
WBGene00004884,smg-6,1631.487857,1843.529067,1419.838245,-0.366736308,0.132394873,-2.770018945,0.005605303,0.038082007
WBGene00016002,gyf-1,3988.961426,4520.537642,3457.931161,-0.375786393,0.135670883,-2.769838195,0.005608415,0.03808751
WBGene00003387,mod-5,92.75297324,68.51174208,117.0954709,0.693384216,0.25039416,2.769170878,0.005619915,0.038149957
WBGene00002067,ifp-1,5980.788173,5120.293459,6840.995548,0.404380125,0.146066429,2.76846724,0.005632065,0.038216758
WBGene00008258,mans-2,3571.625949,3129.915781,4013.122186,0.349931916,0.126449655,2.767361575,0.005651204,0.038299808
WBGene00012144,T28H10.3,7273.487145,5663.081656,8883.905871,0.600763812,0.217089213,2.767359113,0.005651247,0.038299808
WBGene00018779,F53H8.3,1227.127405,1008.338821,1445.470623,0.493870147,0.178457072,2.767445084,0.005649756,0.038299808
WBGene00010721,K09E4.3,711.3153268,837.5493949,585.4133354,-0.491441116,0.177598372,-2.767148768,0.005654894,0.038308842
WBGene00004880,smg-2,3173.683508,3635.950391,2711.992366,-0.408858968,0.147899718,-2.764433722,0.005702169,0.038597504
WBGene00018873,F55C12.6,6.582879349,1.532976646,11.6556018,1.12810615,0.408073747,2.764466373,0.005701598,0.038597504
WBGene00003724,nhr-134,459.6796079,397.1092506,522.214522,0.383542819,0.138758321,2.764106804,0.005707885,0.038620401
WBGene00019184,H10E21.4,5807.678693,7408.418704,4206.974331,-0.723223308,0.261732436,-2.763216199,0.005723484,0.03871012
WBGene00013935,ZK218.1,6.696541381,12.04671658,1.412049419,-1.11472796,0.403575417,-2.762130477,0.005742552,0.03882322
WBGene00012376,nduf-7,5343.13021,5978.428808,4707.747567,-0.336980912,0.122037553,-2.761288668,0.005757376,0.038907545
WBGene00012219,W03C9.1,236.6975007,281.4970099,191.7661121,-0.522713306,0.189403937,-2.759780572,0.00578402,0.039071643
WBGene00016017,C23G10.11,10.51892526,2.37588361,18.59863233,1.121385678,0.406629607,2.75775708,0.005819943,0.039282242
WBGene00019895,aagr-2,14913.86355,17406.56548,12421.32975,-0.465416233,0.168764781,-2.757780561,0.005819525,0.039282242
WBGene00019849,oac-40,35.55257786,19.31216735,51.62987204,1.017574361,0.369031028,2.757422229,0.005825907,0.039306466
WBGene00003580,ndx-3,591.943595,694.5835855,489.1263855,-0.481967761,0.174906287,-2.755577108,0.005858869,0.039512749
WBGene00001309,emr-1,640.983865,728.4870778,553.8009757,-0.383860737,0.139358268,-2.754488428,0.005878397,0.039628297
WBGene00016898,clik-2,2298.512723,2695.767272,1901.341614,-0.47998966,0.174296737,-2.753864868,0.005889608,0.039682259
WBGene00019435,K06A9.1,2387.279186,2031.928628,2742.751248,0.417558899,0.151631364,2.753776574,0.005891197,0.039682259
WBGene00008566,acox-1.3,192.5467454,147.4516648,237.5322813,0.629817,0.228745624,2.753351026,0.005898861,0.039717717
WBGene00003856,odr-10,92.95647463,69.408188,116.515554,0.673923347,0.244813993,2.752797499,0.005908843,0.03976875
WBGene00010436,JC8.4,99.89384566,121.7986961,78.01820114,-0.594777854,0.216087489,-2.752486301,0.005914462,0.039790385
WBGene00013999,ZK550.5,1175.309999,1414.839949,935.5949985,-0.557951428,0.20282394,-2.750915038,0.005942905,0.039965496
WBGene00004059,pmp-2,2183.540137,1759.369994,2607.62018,0.534097901,0.194205996,2.750161752,0.005956585,0.040041221
WBGene00020618,T20D4.12,49.68932399,65.67787758,33.74184602,-0.813846865,0.296164354,-2.747956848,0.00599679,0.040265553
WBGene00022466,Y119C1A.1,1112.019009,963.3314398,1260.58693,0.376904794,0.137159464,2.747931372,0.005997256,0.040265553
WBGene00044687,B0563.9,6.92496984,1.566340901,12.24591666,1.119447515,0.407358867,2.748062228,0.005994863,0.040265553
WBGene00021331,glrx-10,506.7325115,578.0770844,435.57234,-0.395463258,0.143938518,-2.747445674,0.006006146,0.040292547
WBGene00044774,F16B3.3,156.458594,125.8481305,187.1203084,0.537833032,0.195752023,2.747522219,0.006004744,0.040292547
WBGene00001247,elo-9,1071.245125,1289.933208,852.5793351,-0.558348817,0.203474616,-2.744071119,0.006068239,0.040692607
WBGene00021682,Y48G1C.9,284.0620592,341.050263,227.2971015,-0.548550806,0.199985697,-2.742950195,0.006088992,0.040815236
WBGene00001389,far-5,84.72415228,61.33587825,108.0141091,0.721749722,0.263241492,2.741777959,0.006110763,0.040940088
WBGene00013724,Y106G6H.14,436.806176,510.8529888,362.7864121,-0.471237137,0.171878902,-2.741681104,0.006112565,0.040940088
WBGene00017127,E04F6.8,458.7160578,391.4103754,526.0784619,0.411879253,0.15024644,2.741357819,0.006118584,0.040963818
WBGene00012813,Y43F8B.2,2519.033057,2988.247177,2049.927995,-0.513890124,0.18749226,-2.740860469,0.006127852,0.041008099
WBGene00013516,Y73F4A.3,39.43826671,11.1435633,67.7161582,1.123765446,0.41002307,2.740737113,0.006130153,0.041008099
WBGene00000373,cyp-14A5,2115.322377,1658.950991,2571.59105,0.586320886,0.213950122,2.740455959,0.0061354,0.041020594
WBGene00010630,ttll-15,532.5841979,375.9325341,688.9090084,0.759750684,0.277243687,2.740371452,0.006136978,0.041020594
WBGene00012501,Y26D4A.3,4.972525097,0.417122415,9.555620455,1.05813003,0.386168813,2.740071167,0.006142588,0.041041516
WBGene00021974,Y57G7A.11,39.81731501,25.1680688,54.66658263,0.897267564,0.327478592,2.739927391,0.006145276,0.041042904
WBGene00011002,nhr-205,45.04176074,26.2676822,63.65999854,0.965341526,0.352355275,2.739682346,0.006149859,0.041056945
WBGene00006180,str-131,54.60309838,36.54263005,72.6374806,0.829921615,0.303149697,2.737662688,0.006187751,0.041276611
WBGene00021515,set-23,186.9672098,226.4630412,147.7092811,-0.573614377,0.209518721,-2.737771473,0.006185704,0.041276611
WBGene00007992,fipr-24,9.720327357,2.659805479,16.84873702,1.122212288,0.410068984,2.73664269,0.006206967,0.041388116
WBGene00018149,yju-2,1392.689717,1229.545265,1555.695777,0.331895741,0.121324461,2.735604496,0.006226581,0.041502183
WBGene00003645,nhr-55,385.0652098,317.9876188,452.4885047,0.484187589,0.177011143,2.735350893,0.006231381,0.041517454
WBGene00235369,K08D10.18,41.82071205,55.08452203,28.64487914,-0.802152102,0.293528993,-2.732786611,0.006280101,0.041825217
WBGene00009787,F46F2.3,116.7187943,155.3955303,78.04406536,-0.831178219,0.304249121,-2.731900152,0.006297022,0.041921045
WBGene00015052,clec-52,1024.402698,1303.473572,745.3778755,-0.714421654,0.261590492,-2.731068888,0.006312927,0.042010032
